column,variant,unit,origin,meaning,sentinel2_relation
weather_snapshot_id_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
calculation_status_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
input_completeness_status_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
coverage_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
crop_name_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
soil_parameter_snapshot_hash_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
crop_parameter_snapshot_hash_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
method_parameter_snapshot_hash_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
forcing_kind_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
weather_source_kind_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
weather_quality_status_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
weather_source_hash_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
crop_sowing_date_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,текст/безразмерная,прямой факт/атрибут КОРНИКС,Служебный атрибут воспроизводимости.,служебная
air_temperature_min_c_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,°C,прямой факт/атрибут КОРНИКС,Суточная температура forcing.,косвенная
air_temperature_mean_c_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,°C,прямой факт/атрибут КОРНИКС,Суточная температура forcing.,косвенная
air_temperature_max_c_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,°C,прямой факт/атрибут КОРНИКС,Суточная температура forcing.,косвенная
relative_humidity_min_pct_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,%,прямой факт/атрибут КОРНИКС,Суточная влажность воздуха.,косвенная
relative_humidity_mean_pct_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,%,прямой факт/атрибут КОРНИКС,Суточная влажность воздуха.,косвенная
relative_humidity_max_pct_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,%,прямой факт/атрибут КОРНИКС,Суточная влажность воздуха.,косвенная
wind_mean_mps_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м/с,прямой факт/атрибут КОРНИКС,Суточный ветер.,косвенная через ET0
wind_max_gust_mps_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м/с,прямой факт/атрибут КОРНИКС,Суточный ветер.,косвенная через ET0
weather_precipitation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточные осадки: raw — вход метода, effective — вошедшая в баланс часть.",причинная: отклик почвы/полога
weather_precipitation_effective_input_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточные осадки: raw — вход метода, effective — вошедшая в баланс часть.",причинная: отклик почвы/полога
shortwave_radiation_mj_m2_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,МДж/м²/сут,прямой факт/атрибут КОРНИКС,Коротковолновая радиация.,средняя
eto_simple_weather_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм/сут или мм накопленно,прямой факт/атрибут КОРНИКС,Эвапотранспирация/ET0.,высокая с RS-ET; S2 alone косвенно
eto_aquacrop_weather_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм/сут или мм накопленно,прямой факт/атрибут КОРНИКС,Эвапотранспирация/ET0.,высокая с RS-ET; S2 alone косвенно
eto_reference_weather_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм/сут или мм накопленно,прямой факт/атрибут КОРНИКС,Эвапотранспирация/ET0.,высокая с RS-ET; S2 alone косвенно
productive_water_reserve_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
available_water_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
water_demand_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_water_content_profile_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
actual_evapotranspiration_typed_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_evapotranspiration_cumulative_typed_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_transpiration_typed_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_transpiration_cumulative_typed_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_soil_evaporation_typed_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
deep_percolation_typed_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
runoff_typed_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
positive_temperature_sum_from_sowing_c_day_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,°C·сут,прямой факт/атрибут КОРНИКС,Накопленное тепло после посадки.,высокая: фенология
water_stress_coefficient_typed_ks_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
available_water_content_taw_typed_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
current_available_water_typed_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
eto_daily_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм/сут или мм накопленно,прямой факт/атрибут КОРНИКС,Эвапотранспирация/ET0.,высокая с RS-ET; S2 alone косвенно
potential_crop_evapotranspiration_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
potential_transpiration_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
potential_soil_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_evapotranspiration_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_transpiration_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_soil_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_evapotranspiration_native_cumulative_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
crop_coefficient_kc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,безразмерная,прямой факт/атрибут КОРНИКС,Коэффициент культуры Kc/Kcb.,высокая/средняя: NDVI→Kcb/Kc
basal_crop_coefficient_kcb_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,безразмерная,прямой факт/атрибут КОРНИКС,Коэффициент культуры Kc/Kcb.,высокая/средняя: NDVI→Kcb/Kc
soil_evaporation_coefficient_ke_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
surface_evaporation_reduction_kr_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
water_stress_coefficient_ks_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
precipitation_raw_daily_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточные осадки: raw — вход метода, effective — вошедшая в баланс часть.",причинная: отклик почвы/полога
precipitation_effective_daily_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточные осадки: raw — вход метода, effective — вошедшая в баланс часть.",причинная: отклик почвы/полога
irrigation_raw_daily_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточный полив: raw — учёт/задание, effective — поступление в почву.",причинная: отклик почвы/ET
irrigation_effective_daily_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточный полив: raw — учёт/задание, effective — поступление в почву.",причинная: отклик почвы/ET
soil_water_start_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_water_end_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_water_available_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_water_productive_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_water_depletion_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_water_depletion_fraction_taw_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
total_available_water_taw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
readily_available_water_raw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
deep_drainage_below_profile_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
drainage_runoff_daily_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
capillary_rise_to_surface_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
root_zone_depth_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
profile_total_depth_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
thermal_time_after_sowing_gdd_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,°C·сут,прямой факт/атрибут КОРНИКС,Накопленное тепло после посадки.,высокая: фенология
days_after_sowing_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,сут,прямой факт/атрибут КОРНИКС,Сутки после посадки.,высокая: фенология
crop_stage_code_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,код,прямой факт/атрибут КОРНИКС,Фенологическая стадия.,высокая: форма сезонной кривой
balance_residual_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_surface_0_10_depth_from_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_surface_0_10_depth_to_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_surface_0_10_thickness_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_surface_0_10_stock_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_surface_0_10_theta_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_surface_0_10_theta_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_surface_0_10_theta_wp_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_surface_0_10_theta_sat_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_surface_0_10_theta_mg_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_surface_0_10_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_root_effective_10_zr_depth_from_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_root_effective_10_zr_depth_to_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_root_effective_10_zr_thickness_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_root_effective_10_zr_stock_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_root_effective_10_zr_theta_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_effective_10_zr_theta_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_effective_10_zr_theta_wp_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_effective_10_zr_theta_sat_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_effective_10_zr_theta_mg_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_effective_10_zr_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_root_total_0_zr_depth_from_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_root_total_0_zr_depth_to_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_root_total_0_zr_thickness_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_root_total_0_zr_stock_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_root_total_0_zr_theta_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_total_0_zr_theta_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_total_0_zr_theta_wp_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_total_0_zr_theta_sat_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_total_0_zr_theta_mg_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_root_total_0_zr_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_lower_zr_100_depth_from_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_lower_zr_100_depth_to_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_lower_zr_100_thickness_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
soil_lower_zr_100_stock_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_lower_zr_100_theta_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_lower_zr_100_theta_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_lower_zr_100_theta_wp_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_lower_zr_100_theta_sat_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_lower_zr_100_theta_mg_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_lower_zr_100_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_0_10_stock_start_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_0_10_stock_end_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_0_10_stock_change_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_0_10_theta_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_0_10_theta_fc_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_0_10_theta_wp_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_0_10_theta_sat_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_0_10_theta_mg_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_0_10_paw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_0_10_depletion_from_fc_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
